step,loss
1874,14.770434
1875,10.400764
1876,13.867369
1877,12.008183
1878,14.858540
1879,10.668224
1880,7.505927
1881,13.074212
1882,7.958359
1883,10.253059
1884,13.545435
1885,16.253057
1886,17.191135
1887,16.916636
1888,14.209091
1889,9.246658
1890,16.119900
1891,18.672480
1892,13.457639
1893,18.615461
1894,11.297966
1895,19.897552
1896,9.672553
1897,20.937407
1898,11.149139
1899,15.059798
1900,8.742365
1901,16.831242
1902,10.903386
1903,9.989244
1904,10.162629
1905,13.038487
1906,7.661377
1907,14.764317
1908,8.635162
1909,12.737962
1910,17.668510
1911,15.604685
1912,9.184779
1913,8.640441
1914,12.674304
1915,12.250468
1916,10.301401
1917,9.450387
1918,16.568054
1919,15.470556
1920,14.839589
1921,12.735909
1922,19.075176
1923,7.821851
1924,19.142744
1925,17.009520
1926,14.791553
1927,12.019771
1928,11.532821
1929,12.469108
1930,12.334630
1931,16.927126
1932,20.986080
1933,10.738803
1934,11.752642
1935,15.782565
1936,8.467283
1937,13.444462
1938,9.249945
1939,18.188118
1940,11.388708
1941,11.528107
1942,10.625952
1943,10.628142
1944,20.988529
1945,13.395953
1946,13.534727
1947,15.419163
1948,14.332337
1949,17.798332
1950,15.068947
1951,15.870732
1952,22.392138
1953,17.133432
1954,8.209661
1955,12.106899
1956,11.047183
1957,10.516005
1958,14.887364
1959,12.859359
1960,14.569107
1961,13.178028
1962,9.385060
1963,9.499894
1964,9.347251
1965,16.277020
1966,12.541363
1967,13.090146
1968,14.032673
1969,21.389145
1970,13.371346
1971,23.465515
1972,11.600240
1973,13.880176
1974,12.755246
1975,19.755276
1976,16.208632
1977,11.334564
1978,11.554502
1979,8.085114
1980,27.486561
1981,16.310501
1982,10.840372
1983,13.549779
1984,21.257654
1985,20.678858
1986,9.130841
1987,11.628373
1988,21.466238
1989,11.264610
1990,11.132161
1991,15.684734
1992,13.938289
1993,12.191824
1994,17.805771
1995,10.481300
1996,16.391495
1997,27.275784
1998,11.025944
1999,13.578210
2000,15.602131
2001,19.060793
2002,16.612280
2003,13.208083
2004,9.273581
2005,11.549955
2006,11.850711
2007,12.000291
2008,12.101208
2009,17.656452
2010,14.149231
2011,22.080843
2012,9.164875
2013,15.329948
2014,16.643717
2015,14.985336
2016,9.120645
2017,17.666166
2018,18.462637
2019,13.973745
2020,13.962146
2021,8.572968
2022,19.099396
2023,16.792946
2024,13.279830
2025,15.908848
